id,urgencia,cliente,tipo_servico,origem,tempo_espera,descricao,status
6499,Baixa,Cliente A,Telefone,App,193,Problema recorrente,Em andamento
6500,Alta,Cliente C,Internet,App,50,Erro de cobrança,Resolvido
6501,Baixa,Cliente E,Internet,Email,95,Problema recorrente,Resolvido
6502,Baixa,Cliente B,TV,Email,164,Mudança de endereço,Aberto
6503,Média,Cliente L,Nuvem,WhatsApp,168,Reclamação atendimento,Resolvido
6504,Baixa,Cliente L,Internet,WhatsApp,187,Lentidão,Resolvido
6505,Baixa,Cliente E,Data Center,WhatsApp,58,Lentidão,Aberto
6506,Alta,Cliente K,Internet,Telefone,7,Mudança de endereço,Resolvido
6507,Alta,Cliente J,Telefone,Telefone,79,Lentidão,Em andamento
6508,Crítica,Cliente C,Internet,WhatsApp,21,Falha total,Em andamento
6509,Alta,Cliente I,Internet,Email,51,Solicitação de reembolso,Em andamento
6510,Alta,Cliente K,Internet,Telefone,10,Solicitação de upgrade,Aberto
6511,Baixa,Cliente A,Internet,Autoatendimento,143,Erro de cobrança,Resolvido
6512,Alta,Cliente D,Internet,Telefone,121,Erro de cobrança,Resolvido
6513,Alta,Cliente J,Internet,App,152,Lentidão,Em andamento
6514,Alta,Cliente F,Internet,Autoatendimento,49,Lentidão,Resolvido
6515,Média,Cliente I,Internet,WhatsApp,81,Falha total,Resolvido
6516,Baixa,Cliente C,Internet,App,57,Lentidão,Aberto
6517,Alta,Cliente C,Telefone,Telefone,122,Problema recorrente,Aberto
6518,Alta,Cliente L,Nuvem,App,41,Instabilidade,Resolvido
6519,Crítica,Cliente E,Internet,App,98,Queda de sinal,Resolvido
6520,Baixa,Cliente G,Internet,Telefone,198,Erro de cobrança,Resolvido
6521,Baixa,Cliente E,TV,Autoatendimento,168,Solicitação de upgrade,Aberto
6522,Baixa,Cliente K,Internet,Autoatendimento,87,Queda de sinal,Resolvido
6523,Alta,Cliente H,TV,Telefone,44,Mudança de endereço,Resolvido
6524,Baixa,Cliente E,Internet,App,123,Queda de sinal,Resolvido
6525,Baixa,Cliente G,Internet,Telefone,160,Lentidão,Resolvido
6526,Crítica,Cliente F,Internet,App,71,Lentidão,Aberto
6527,Baixa,Cliente J,Internet,Autoatendimento,101,Reclamação atendimento,Aberto
6528,Alta,Cliente B,TV,App,132,Reclamação atendimento,Aberto
6529,Média,Cliente C,Internet,Telefone,133,Reclamação atendimento,Em andamento
6530,Alta,Cliente K,Data Center,WhatsApp,156,Solicitação de reembolso,Aberto
6531,Média,Cliente K,Internet,Autoatendimento,90,Erro de cobrança,Resolvido
6532,Crítica,Cliente D,Data Center,Telefone,28,Reclamação atendimento,Aberto
6533,Crítica,Cliente E,Internet,Autoatendimento,106,Reclamação atendimento,Em andamento
6534,Baixa,Cliente I,Internet,Autoatendimento,101,Falha total,Resolvido
6535,Baixa,Cliente F,Telefone,Autoatendimento,176,Instabilidade,Em andamento
6536,Baixa,Cliente A,Internet,WhatsApp,61,Instabilidade,Aberto
6537,Média,Cliente C,Nuvem,Telefone,37,Lentidão,Aberto
6538,Alta,Cliente G,Internet,Email,119,Reclamação atendimento,Resolvido
6539,Média,Cliente H,TV,WhatsApp,175,Solicitação de reembolso,Aberto
6540,Média,Cliente G,Internet,Email,62,Lentidão,Resolvido
6541,Baixa,Cliente E,Telefone,App,171,Solicitação de reembolso,Resolvido
6542,Alta,Cliente J,Telefone,Email,8,Instabilidade,Resolvido
6543,Crítica,Cliente H,TV,Telefone,159,Mudança de endereço,Em andamento
6544,Baixa,Cliente I,Internet,Telefone,51,Queda de sinal,Resolvido
6545,Média,Cliente G,Data Center,Telefone,117,Instabilidade,Resolvido
6546,Baixa,Cliente K,Data Center,WhatsApp,176,Mudança de endereço,Resolvido
6547,Média,Cliente I,Nuvem,Telefone,169,Mudança de endereço,Resolvido
6548,Média,Cliente A,Telefone,WhatsApp,129,Reclamação atendimento,Resolvido
6549,Baixa,Cliente I,Internet,Autoatendimento,6,Solicitação de reembolso,Aberto
6550,Média,Cliente C,Internet,Autoatendimento,71,Lentidão,Aberto
6551,Média,Cliente F,Data Center,Email,187,Lentidão,Aberto
6552,Média,Cliente H,Data Center,Autoatendimento,173,Erro de cobrança,Aberto
6553,Média,Cliente C,Internet,Autoatendimento,33,Mudança de endereço,Resolvido
6554,Baixa,Cliente D,Internet,Telefone,80,Solicitação de upgrade,Aberto
6555,Alta,Cliente G,Nuvem,Telefone,116,Lentidão,Aberto
6556,Alta,Cliente L,Internet,Telefone,78,Problema recorrente,Aberto
6557,Média,Cliente G,Internet,Telefone,75,Queda de sinal,Resolvido
6558,Baixa,Cliente D,Data Center,Autoatendimento,169,Solicitação de upgrade,Resolvido
6559,Alta,Cliente I,Nuvem,Autoatendimento,58,Mudança de endereço,Resolvido
6560,Crítica,Cliente C,Nuvem,Autoatendimento,12,Solicitação de upgrade,Resolvido
6561,Baixa,Cliente L,Internet,Telefone,169,Erro de cobrança,Resolvido
6562,Média,Cliente H,Internet,Telefone,105,Falha total,Resolvido
6563,Baixa,Cliente H,Telefone,Email,176,Solicitação de reembolso,Aberto
6564,Média,Cliente D,Telefone,WhatsApp,131,Solicitação de reembolso,Resolvido
6565,Baixa,Cliente G,Internet,WhatsApp,181,Falha total,Resolvido
6566,Média,Cliente D,Nuvem,WhatsApp,119,Lentidão,Resolvido
6567,Alta,Cliente L,Nuvem,Telefone,121,Solicitação de reembolso,Resolvido
6568,Média,Cliente A,Internet,App,50,Queda de sinal,Resolvido
6569,Média,Cliente A,Internet,Autoatendimento,188,Queda de sinal,Resolvido
6570,Média,Cliente A,Internet,Autoatendimento,39,Reclamação atendimento,Resolvido
6571,Média,Cliente B,Telefone,Telefone,17,Instabilidade,Resolvido
6572,Baixa,Cliente F,Internet,App,121,Solicitação de reembolso,Em andamento
6573,Baixa,Cliente L,Telefone,App,89,Mudança de endereço,Aberto
6574,Alta,Cliente J,Telefone,App,120,Mudança de endereço,Em andamento
6575,Baixa,Cliente K,Nuvem,Telefone,79,Lentidão,Resolvido
6576,Alta,Cliente E,Internet,App,28,Solicitação de upgrade,Aberto
6577,Crítica,Cliente K,Telefone,Autoatendimento,75,Solicitação de reembolso,Resolvido
6578,Baixa,Cliente B,TV,WhatsApp,124,Solicitação de upgrade,Resolvido
6579,Média,Cliente H,Telefone,App,157,Mudança de endereço,Resolvido
6580,Média,Cliente I,Data Center,Email,195,Lentidão,Em andamento
6581,Alta,Cliente G,Telefone,Telefone,46,Reclamação atendimento,Aberto
6582,Crítica,Cliente L,Nuvem,Email,162,Solicitação de reembolso,Resolvido
6583,Alta,Cliente L,Internet,Telefone,129,Instabilidade,Resolvido
6584,Baixa,Cliente I,Telefone,Autoatendimento,61,Mudança de endereço,Em andamento
6585,Média,Cliente D,Telefone,Email,179,Instabilidade,Resolvido
6586,Média,Cliente G,Data Center,Autoatendimento,127,Erro de cobrança,Aberto
6587,Média,Cliente E,Internet,Autoatendimento,175,Mudança de endereço,Aberto
6588,Baixa,Cliente E,Internet,WhatsApp,36,Instabilidade,Aberto
6589,Baixa,Cliente C,Telefone,WhatsApp,42,Instabilidade,Aberto
6590,Alta,Cliente I,Internet,Autoatendimento,187,Reclamação atendimento,Em andamento
6591,Média,Cliente J,Telefone,Autoatendimento,184,Queda de sinal,Resolvido
6592,Média,Cliente E,Data Center,App,134,Reclamação atendimento,Em andamento
6593,Média,Cliente F,Data Center,Autoatendimento,6,Problema recorrente,Resolvido
6594,Alta,Cliente C,Internet,WhatsApp,151,Falha total,Aberto
6595,Alta,Cliente J,Internet,App,35,Mudança de endereço,Resolvido
6596,Baixa,Cliente G,Telefone,Telefone,194,Lentidão,Aberto
6597,Baixa,Cliente I,Telefone,Autoatendimento,188,Solicitação de reembolso,Resolvido
6598,Baixa,Cliente I,TV,Telefone,146,Solicitação de upgrade,Em andamento
6599,Crítica,Cliente J,TV,WhatsApp,52,Problema recorrente,Aberto
6600,Média,Cliente J,Telefone,Email,178,Lentidão,Em andamento
6601,Média,Cliente E,Internet,WhatsApp,138,Instabilidade,Resolvido
6602,Média,Cliente G,TV,Autoatendimento,126,Mudança de endereço,Em andamento
6603,Média,Cliente L,Internet,Autoatendimento,144,Falha total,Em andamento
6604,Alta,Cliente L,Internet,Telefone,110,Solicitação de reembolso,Aberto
6605,Média,Cliente C,TV,WhatsApp,158,Mudança de endereço,Resolvido
6606,Baixa,Cliente F,Telefone,WhatsApp,182,Instabilidade,Resolvido
6607,Baixa,Cliente L,TV,Autoatendimento,154,Problema recorrente,Resolvido
6608,Média,Cliente H,Internet,Email,86,Solicitação de upgrade,Aberto
6609,Crítica,Cliente H,Internet,WhatsApp,29,Falha total,Resolvido
6610,Média,Cliente B,Internet,App,152,Lentidão,Aberto
6611,Alta,Cliente F,Telefone,Telefone,104,Falha total,Resolvido
6612,Alta,Cliente G,Internet,Telefone,101,Instabilidade,Resolvido
6613,Baixa,Cliente L,TV,Telefone,4,Instabilidade,Resolvido
6614,Baixa,Cliente G,TV,Email,34,Erro de cobrança,Resolvido
6615,Baixa,Cliente C,Telefone,Email,70,Problema recorrente,Aberto
6616,Alta,Cliente I,Nuvem,Email,91,Lentidão,Aberto
6617,Baixa,Cliente B,Nuvem,Telefone,18,Falha total,Aberto
6618,Média,Cliente K,Nuvem,WhatsApp,82,Lentidão,Resolvido
6619,Média,Cliente C,TV,Telefone,112,Reclamação atendimento,Em andamento
6620,Alta,Cliente K,Internet,Email,68,Lentidão,Aberto
6621,Baixa,Cliente B,Telefone,Autoatendimento,68,Solicitação de upgrade,Aberto
6622,Média,Cliente K,TV,Autoatendimento,35,Solicitação de upgrade,Resolvido
6623,Média,Cliente I,Internet,Autoatendimento,9,Queda de sinal,Aberto
6624,Média,Cliente D,TV,Autoatendimento,46,Lentidão,Aberto
6625,Alta,Cliente B,Telefone,Autoatendimento,61,Mudança de endereço,Aberto
6626,Baixa,Cliente C,Internet,Autoatendimento,185,Queda de sinal,Aberto
6627,Alta,Cliente D,Telefone,Telefone,71,Solicitação de upgrade,Aberto
6628,Alta,Cliente J,Internet,Autoatendimento,102,Queda de sinal,Em andamento
6629,Média,Cliente F,Internet,Email,110,Reclamação atendimento,Em andamento
6630,Alta,Cliente E,Nuvem,Autoatendimento,151,Instabilidade,Em andamento
6631,Média,Cliente C,Telefone,App,162,Queda de sinal,Resolvido
6632,Baixa,Cliente J,Telefone,App,179,Solicitação de reembolso,Resolvido
6633,Média,Cliente H,Internet,Autoatendimento,113,Mudança de endereço,Aberto
6634,Média,Cliente H,Telefone,Autoatendimento,175,Erro de cobrança,Aberto
6635,Média,Cliente G,Internet,Autoatendimento,53,Lentidão,Aberto
6636,Média,Cliente C,TV,WhatsApp,120,Falha total,Resolvido
6637,Crítica,Cliente A,Nuvem,WhatsApp,75,Falha total,Aberto
6638,Média,Cliente E,Nuvem,Telefone,67,Solicitação de reembolso,Resolvido
6639,Baixa,Cliente A,Internet,Telefone,150,Lentidão,Resolvido
6640,Média,Cliente F,Telefone,WhatsApp,153,Lentidão,Resolvido
6641,Alta,Cliente K,Nuvem,Telefone,177,Solicitação de upgrade,Em andamento
6642,Alta,Cliente G,Internet,App,122,Instabilidade,Em andamento
6643,Média,Cliente L,Internet,Telefone,14,Instabilidade,Resolvido
6644,Crítica,Cliente E,Nuvem,Autoatendimento,65,Instabilidade,Aberto
6645,Baixa,Cliente D,TV,Autoatendimento,6,Problema recorrente,Em andamento
6646,Média,Cliente B,Internet,WhatsApp,147,Mudança de endereço,Aberto
6647,Crítica,Cliente E,Internet,Telefone,117,Solicitação de upgrade,Resolvido
6648,Crítica,Cliente I,Telefone,Autoatendimento,38,Erro de cobrança,Resolvido
6649,Alta,Cliente D,Internet,Telefone,55,Queda de sinal,Aberto
6650,Alta,Cliente B,Telefone,Telefone,33,Solicitação de reembolso,Resolvido
6651,Baixa,Cliente F,Internet,WhatsApp,29,Mudança de endereço,Resolvido
6652,Alta,Cliente H,Telefone,Autoatendimento,87,Reclamação atendimento,Em andamento
6653,Média,Cliente B,TV,Email,46,Instabilidade,Aberto
6654,Baixa,Cliente I,TV,Telefone,29,Queda de sinal,Resolvido
6655,Baixa,Cliente G,Telefone,Telefone,66,Mudança de endereço,Aberto
6656,Média,Cliente B,Internet,WhatsApp,71,Reclamação atendimento,Aberto
6657,Baixa,Cliente K,Internet,WhatsApp,43,Lentidão,Resolvido
6658,Média,Cliente E,Internet,WhatsApp,162,Solicitação de upgrade,Aberto
6659,Baixa,Cliente E,Telefone,Telefone,17,Problema recorrente,Resolvido
6660,Média,Cliente G,Data Center,App,142,Problema recorrente,Aberto
6661,Média,Cliente E,Telefone,Telefone,150,Queda de sinal,Resolvido
6662,Média,Cliente K,Internet,Telefone,60,Reclamação atendimento,Resolvido
6663,Média,Cliente F,Internet,Telefone,48,Erro de cobrança,Em andamento
6664,Alta,Cliente I,Internet,Autoatendimento,168,Mudança de endereço,Em andamento
6665,Crítica,Cliente C,Internet,WhatsApp,111,Problema recorrente,Aberto
6666,Alta,Cliente C,Telefone,Telefone,127,Lentidão,Aberto
6667,Média,Cliente H,Internet,App,44,Lentidão,Resolvido
6668,Alta,Cliente J,Internet,Autoatendimento,156,Problema recorrente,Resolvido
6669,Baixa,Cliente L,Internet,WhatsApp,110,Problema recorrente,Resolvido
6670,Baixa,Cliente F,TV,Email,166,Problema recorrente,Resolvido
6671,Média,Cliente L,Telefone,App,115,Solicitação de reembolso,Resolvido
6672,Alta,Cliente J,Nuvem,Autoatendimento,4,Erro de cobrança,Resolvido
6673,Baixa,Cliente C,Internet,App,77,Problema recorrente,Resolvido
6674,Baixa,Cliente B,Nuvem,App,8,Falha total,Aberto
6675,Baixa,Cliente B,Telefone,App,187,Mudança de endereço,Resolvido
6676,Alta,Cliente B,Internet,App,21,Solicitação de upgrade,Resolvido
6677,Média,Cliente E,Internet,App,80,Erro de cobrança,Aberto
6678,Baixa,Cliente L,Internet,WhatsApp,66,Mudança de endereço,Resolvido
6679,Média,Cliente E,Telefone,App,116,Queda de sinal,Aberto
6680,Média,Cliente A,Internet,WhatsApp,143,Falha total,Em andamento
6681,Média,Cliente B,Nuvem,WhatsApp,99,Reclamação atendimento,Aberto
6682,Baixa,Cliente B,Internet,WhatsApp,50,Solicitação de reembolso,Em andamento
6683,Alta,Cliente D,Telefone,App,75,Queda de sinal,Em andamento
6684,Média,Cliente G,Internet,Autoatendimento,38,Queda de sinal,Resolvido
6685,Alta,Cliente C,Telefone,Email,135,Erro de cobrança,Resolvido
6686,Baixa,Cliente E,Nuvem,Telefone,7,Reclamação atendimento,Resolvido
6687,Média,Cliente K,Data Center,Telefone,29,Problema recorrente,Resolvido
6688,Média,Cliente I,Internet,Autoatendimento,103,Problema recorrente,Aberto
6689,Média,Cliente E,Internet,Telefone,122,Lentidão,Em andamento
6690,Baixa,Cliente I,Nuvem,App,142,Lentidão,Resolvido
6691,Alta,Cliente A,Internet,Telefone,14,Solicitação de upgrade,Resolvido
6692,Baixa,Cliente I,Telefone,WhatsApp,124,Queda de sinal,Resolvido
6693,Alta,Cliente E,Data Center,Autoatendimento,11,Erro de cobrança,Aberto
6694,Alta,Cliente H,Telefone,App,81,Falha total,Aberto
6695,Média,Cliente E,Internet,Email,168,Instabilidade,Resolvido
6696,Alta,Cliente L,Nuvem,Telefone,100,Solicitação de upgrade,Resolvido
6697,Média,Cliente F,Data Center,Telefone,152,Solicitação de reembolso,Aberto
6698,Média,Cliente H,TV,Telefone,38,Solicitação de reembolso,Resolvido
6699,Alta,Cliente B,Internet,Telefone,122,Mudança de endereço,Em andamento
6700,Média,Cliente C,Data Center,Telefone,9,Queda de sinal,Em andamento
6701,Média,Cliente K,Data Center,App,189,Mudança de endereço,Em andamento
6702,Alta,Cliente I,Data Center,Email,87,Reclamação atendimento,Resolvido
6703,Média,Cliente E,Internet,Telefone,6,Problema recorrente,Resolvido
6704,Média,Cliente E,TV,App,123,Problema recorrente,Resolvido
6705,Média,Cliente I,TV,Autoatendimento,28,Problema recorrente,Resolvido
6706,Alta,Cliente J,Internet,Telefone,125,Problema recorrente,Resolvido
6707,Crítica,Cliente C,Telefone,WhatsApp,148,Solicitação de upgrade,Aberto
6708,Média,Cliente D,TV,Autoatendimento,172,Solicitação de reembolso,Em andamento
6709,Média,Cliente G,Nuvem,Autoatendimento,44,Instabilidade,Em andamento
6710,Crítica,Cliente B,Nuvem,Telefone,36,Lentidão,Resolvido
6711,Baixa,Cliente H,Internet,Email,56,Mudança de endereço,Resolvido
6712,Baixa,Cliente E,Telefone,App,62,Solicitação de reembolso,Em andamento
6713,Alta,Cliente A,Telefone,WhatsApp,48,Solicitação de reembolso,Aberto
6714,Alta,Cliente C,Nuvem,WhatsApp,103,Reclamação atendimento,Aberto
6715,Alta,Cliente I,Internet,WhatsApp,78,Solicitação de upgrade,Resolvido
6716,Média,Cliente E,TV,Telefone,57,Problema recorrente,Aberto
6717,Baixa,Cliente H,Telefone,Email,83,Mudança de endereço,Resolvido
6718,Média,Cliente A,Data Center,WhatsApp,147,Lentidão,Em andamento
6719,Baixa,Cliente G,Telefone,Autoatendimento,194,Falha total,Resolvido
6720,Média,Cliente G,TV,Autoatendimento,54,Reclamação atendimento,Aberto
6721,Alta,Cliente H,Data Center,App,90,Erro de cobrança,Aberto
6722,Baixa,Cliente C,TV,Autoatendimento,86,Mudança de endereço,Em andamento
6723,Alta,Cliente A,Internet,App,140,Problema recorrente,Resolvido
6724,Média,Cliente K,Internet,Autoatendimento,113,Falha total,Em andamento
6725,Média,Cliente I,Nuvem,WhatsApp,130,Instabilidade,Resolvido
6726,Baixa,Cliente A,Internet,Telefone,97,Lentidão,Em andamento
6727,Média,Cliente K,TV,App,9,Solicitação de upgrade,Resolvido
6728,Baixa,Cliente F,TV,WhatsApp,148,Solicitação de upgrade,Aberto
6729,Crítica,Cliente I,Data Center,Autoatendimento,184,Problema recorrente,Em andamento
6730,Alta,Cliente B,Telefone,Telefone,17,Mudança de endereço,Aberto
6731,Média,Cliente D,TV,Telefone,67,Lentidão,Aberto
6732,Baixa,Cliente B,Internet,App,13,Lentidão,Em andamento
6733,Crítica,Cliente D,Telefone,Email,94,Problema recorrente,Aberto
6734,Média,Cliente B,Internet,Email,75,Lentidão,Resolvido
6735,Baixa,Cliente L,Nuvem,Autoatendimento,191,Reclamação atendimento,Resolvido
6736,Média,Cliente A,Nuvem,WhatsApp,87,Problema recorrente,Em andamento
6737,Crítica,Cliente K,Internet,App,99,Problema recorrente,Resolvido
6738,Baixa,Cliente C,Internet,Email,187,Queda de sinal,Resolvido
6739,Baixa,Cliente H,TV,Autoatendimento,22,Solicitação de upgrade,Resolvido
6740,Crítica,Cliente E,TV,WhatsApp,38,Lentidão,Resolvido
6741,Baixa,Cliente D,TV,Email,6,Erro de cobrança,Em andamento
6742,Baixa,Cliente E,Data Center,Telefone,199,Instabilidade,Aberto
6743,Média,Cliente F,Nuvem,Autoatendimento,161,Reclamação atendimento,Aberto
6744,Alta,Cliente F,Internet,Autoatendimento,68,Instabilidade,Resolvido
6745,Média,Cliente E,Internet,App,11,Queda de sinal,Resolvido
6746,Crítica,Cliente L,Telefone,Telefone,198,Solicitação de upgrade,Resolvido
6747,Alta,Cliente K,Nuvem,Telefone,89,Falha total,Resolvido
6748,Baixa,Cliente L,Telefone,Email,85,Instabilidade,Aberto
6749,Crítica,Cliente F,TV,WhatsApp,63,Erro de cobrança,Resolvido
6750,Média,Cliente I,Internet,App,38,Erro de cobrança,Em andamento
6751,Média,Cliente E,Data Center,Autoatendimento,176,Solicitação de upgrade,Em andamento
6752,Média,Cliente F,TV,WhatsApp,50,Lentidão,Em andamento
6753,Média,Cliente D,Internet,Autoatendimento,25,Solicitação de upgrade,Aberto
6754,Baixa,Cliente C,Internet,Autoatendimento,83,Queda de sinal,Resolvido
6755,Baixa,Cliente L,Internet,Autoatendimento,155,Solicitação de upgrade,Aberto
6756,Média,Cliente F,Nuvem,WhatsApp,107,Falha total,Resolvido
6757,Alta,Cliente K,TV,WhatsApp,56,Reclamação atendimento,Resolvido
6758,Média,Cliente K,Telefone,Telefone,8,Instabilidade,Aberto
6759,Crítica,Cliente E,Internet,Autoatendimento,170,Mudança de endereço,Em andamento
6760,Média,Cliente D,Internet,WhatsApp,131,Problema recorrente,Em andamento
6761,Média,Cliente E,Telefone,Autoatendimento,159,Lentidão,Aberto
6762,Baixa,Cliente G,Internet,Autoatendimento,124,Solicitação de reembolso,Em andamento
6763,Baixa,Cliente A,Internet,Telefone,21,Lentidão,Em andamento
6764,Média,Cliente A,Internet,Telefone,57,Solicitação de reembolso,Aberto
6765,Alta,Cliente K,Internet,Telefone,25,Mudança de endereço,Em andamento
6766,Crítica,Cliente A,TV,WhatsApp,109,Lentidão,Aberto
6767,Crítica,Cliente B,Nuvem,Autoatendimento,141,Instabilidade,Resolvido
6768,Baixa,Cliente I,Internet,App,92,Queda de sinal,Resolvido
6769,Alta,Cliente E,TV,WhatsApp,16,Erro de cobrança,Aberto
6770,Média,Cliente I,Internet,Autoatendimento,74,Lentidão,Resolvido
6771,Baixa,Cliente E,Telefone,WhatsApp,177,Solicitação de upgrade,Em andamento
6772,Alta,Cliente G,Data Center,Telefone,62,Erro de cobrança,Aberto
6773,Média,Cliente F,Internet,WhatsApp,29,Solicitação de upgrade,Aberto
